Miasto,Dzielnica,Ulica,Cena,Cena_m2,Powierzchnia,Pokoje,Powierzchnia użytkowa,Piętro_nr,Liczba pięter,Balkon,Rynek,Forma własności,Zaktualizowano,Opublikowano,Typ budynku,Rok budowy,Deweloper,Inwestycja,Wysokość wnętrza,Powierzchnia tarasu,Materiał budowlany,Stan nieruchomości,Liczba sypialni,Typ kuchni,Liczba łazienek,Czy łazienka z WC,Powierzchnia balkonu,Powierzchnia łazienki,Cena do negocjacji,Czy przy mieszkaniu jest ogródek
Warszawa,Targówek,Wyszogrodzka,539000.0,8154.31,66.1,3.0,66.1,10.0,10.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,29 czerwca 2020,29 czerwca 2020,BLOK,1981.0,,,270.0,,WIELKA PŁYTA,BARDZO DOBRY,,,,,,,,
Warszawa,Praga-Południe,,824900.0,10998.67,75.0,4.0,75.0,2.0,2.0,,wtórny,WŁASNOŚĆ,2020-07-07,wczoraj,,2012.0,,,,,MIESZANY,BARDZO DOBRY,,PÓŁOTWARTA,,,,,,
Warszawa,Praga-Południe,Rondo Wiatraczna,740000.0,9866.67,75.0,3.0,75.0,1.0,5.0,1.0,pierwotny,,2020-07-08,24 czerwca 2020,HISTORYCZNY/ZABYTKOWY,2022.0,,,,,INNE,,2.0,,,,,,,
Warszawa,Żoliborz,,459000.0,13909.09,33.0,1.0,33.0,,6.0,1.0,wtórny,WŁASNOŚĆ,3 lipca 2020,3 lipca 2020,,,,,270.0,,,BARDZO WYSOKI STANDARD,,,1.0,,,,,
Warszawa,Białołęka,Odkryta,370000.0,8131.87,45.5,2.0,45.5,1.0,5.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,25 czerwca 2020,NISKI BLOK,2000.0,,,,,,,,,,,,,,
Warszawa,Powiśle,Dobra,660000.0,13750.0,48.0,2.0,48.0,1.0,6.0,,wtórny,,2020-07-08,2 lipca 2020,BLOK,,,,,,,,,ODDZIELNA,,,,,,
Warszawa,Skorosze,Chełmońskiego,870000.0,9062.5,96.0,3.0,,6.0,7.0,,wtórny,,27 czerwca 2020,27 czerwca 2020,,,,,,,,,,,,,,,1.0,
Warszawa,Bielany,Broniewskiego,555000.0,9736.84,57.0,3.0,57.0,5.0,10.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,2 lipca 2020,WIEŻOWIEC,,,,,,WIELKA PŁYTA,,,ODDZIELNA,,,,,,
Warszawa,Bemowo,,499000.0,10395.83,48.0,2.0,48.0,5.0,5.0,,wtórny,WŁASNOŚĆ,3 lipca 2020,29 czerwca 2020,,2007.0,,,,,CEGŁA,BARDZO DOBRY,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Targówek,,610000.0,7625.0,80.0,4.0,80.0,0.0,7.0,1.0,wtórny,WŁASNOŚĆ,23 czerwca 2020,5 lipca 2020,BLOK,1991.0,,,270.0,,BETON KOMÓRKOWY,DO ODŚWIEŻENIA,3.0,,1.0,,5.5,,,
Warszawa,Mokotów,Karwińska,580000.0,10478.77,55.35,2.0,55.35,1.0,3.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE BEZ KW,2020-07-08,wczoraj,BLOK,1962.0,,,,0.0,CEGŁA,DO GENERALNEGO REMONTU,1.0,ODDZIELNA WIDNA,1.0,,,3.7,,
Warszawa,Ochota,,519000.0,10972.52,47.3,3.0,47.3,2.0,4.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,29 czerwca 2020,BLOK,1970.0,,,,,,DOBRY,2.0,"Z OKNEM, ODDZIELNA, Z WYPOSAŻENIEM, W ZABUDOWIE",,osobno,,,,
Warszawa,Praga-Południe,Kickiego,585000.0,11700.0,50.0,2.0,50.0,3.0,4.0,1.0,wtórny,,27 czerwca 2020,30 czerwca 2020,,,,,,,,,,,,,,,,
Warszawa,Muranów,,698000.0,14541.67,48.0,2.0,48.0,3.0,6.0,0.0,wtórny,HIPOTECZNE,2 lipca 2020,30 czerwca 2020,,1950.0,,,,,CEGŁA,,,,,,,,,
Warszawa,Stegny,,399000.0,12912.62,30.9,2.0,30.9,0.0,11.0,,wtórny,,24 czerwca 2020,2 lipca 2020,,1975.0,,,,,,,,,,,,,,
Warszawa,Śródmieście,Pamiętajcie o Ogrodach,606736.0,12925.78,46.94,2.0,46.94,0.0,9.0,,pierwotny,,6 lipca 2020,6 lipca 2020,APARTAMENTOWIEC,2021.0,,,,,,,,,,,,,,
Warszawa,Marysin Wawerski,Rekrucka,436632.0,9200.0,47.46,2.0,47.46,1.0,5.0,,pierwotny,,1 lipca 2020,1 lipca 2020,,2022.0,,,,,,,,,,,,,,
Warszawa,Wola,,819000.0,12044.12,68.0,3.0,68.0,6.0,7.0,,wtórny,WŁASNOŚĆ,2020-07-08,30 czerwca 2020,BLOK,2009.0,,,,,,DOBRY,2.0,"Z OKNEM, W ANEKSIE, Z WYPOSAŻENIEM, W ZABUDOWIE",,razem,,,,
Warszawa,Mokotów,,680000.0,11971.83,56.8,3.0,56.8,7.0,10.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,3 lipca 2020,3 lipca 2020,,1977.0,,,,,,,,,,,,,,
Warszawa,Białołęka,Białołęcka,498994.0,6855.26,72.79,4.0,72.79,1.0,,1.0,pierwotny,,3 lipca 2020,2 marca 2020,,2021.0,VICTORIA DOM SPÓŁKA AKCYJNA,VIVA GARDEN,,,,,,ANEKS,,,7.6,,,
Warszawa,Białołęka,Żeglugi Wiślanej,450000.0,7936.51,56.7,3.0,56.7,2.0,3.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,24 czerwca 2020,NISKI BLOK,2012.0,,,,,,,,OTWARTA,1.0,,,,,
Warszawa,Białołęka,Leona Berensona,410000.0,6841.31,59.93,3.0,59.93,1.0,2.0,1.0,pierwotny,WŁASNOŚĆ,4 lipca 2020,4 lipca 2020,NISKI BLOK,2020.0,,,302.0,,,DO WYKOŃCZENIA,,Z OKNEM,1.0,,,,,
Warszawa,Fort Bema,Wrocławska,517000.0,10340.0,50.0,2.0,50.0,1.0,3.0,1.0,wtórny,WŁASNOŚĆ,2020-07-07,wczoraj,NISKI BLOK,2005.0,,,,,,WYSOKI STANDARD,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Bielany,Włodzimierza Perzyńskiego,379000.0,10676.06,35.5,2.0,35.5,10.0,10.0,,wtórny,WŁASNOŚĆ,2020-07-08,30 czerwca 2020,WIEŻOWIEC,1970.0,,,,,,,,,,,,,,
Warszawa,Wawer,,510850.0,8500.0,60.1,3.0,60.1,3.0,5.0,,pierwotny,UŻYTKOWANIE WIECZYSTE,19 czerwca 2020,3 lipca 2020,APARTAMENTOWIEC,2020.0,,,270.0,,MIESZANA,DEWELOPERSKI,2.0,ANEKS KUCHENNY - POŁĄCZONY Z SALONEM,,razem,4.5,,,
Warszawa,Mokotów,Obrzeżna,999900.0,12052.8,82.96,3.0,82.96,4.0,6.0,1.0,wtórny,WŁASNOŚĆ,2 lipca 2020,2 lipca 2020,APARTAMENTOWIEC,,,,,,CEGŁA,BARDZO DOBRY,2.0,PÓŁOTWARTA,,,6.05,,,
Warszawa,Zawady,Bruzdowa,731437.0,8690.0,84.17,4.0,84.17,2.0,,,wtórny,,29 czerwca 2020,29 czerwca 2020,,,,,,,,,,ODDZIELNA,,,,,,
Warszawa,Śródmieście,Nowowiejska,449000.0,12828.57,35.0,1.0,35.0,4.0,5.0,0.0,wtórny,,6 lipca 2020,24 czerwca 2020,BLOK MIESZKALNY,1965.0,,,,,INNE,,,,,,,,,
Warszawa,Stara Ochota,Grójecka,780000.0,12074.3,64.6,3.0,64.6,6.0,6.0,0.0,wtórny,WŁASNOŚĆ,2020-07-08,6 lipca 2020,KAMIENICA,1956.0,,,300.0,,CEGŁA,,,OSOBNA,1.0,razem,,4.0,,
Warszawa,Wola,Kolejowa,483700.0,14000.0,34.55,1.0,34.55,1.0,8.0,,pierwotny,,2020-07-07,wczoraj,APARTAMENTOWIEC,2020.0,,,,,,,1.0,,,,,,,
Warszawa,Jelonki Północne,Borowego,460000.0,10000.0,46.0,3.0,46.0,0.0,8.0,,wtórny,SPÓŁDZIELCZE + KW,2020-07-07,wczoraj,BLOK,1985.0,,,,,,BARDZO DOBRY,,WIDNA,,razem,,,,
Warszawa,Ursynów,Raabego,600000.0,10000.0,60.0,3.0,60.0,3.0,3.0,1.0,wtórny,HIPOTECZNE,27 czerwca 2020,27 czerwca 2020,BLOK,1986.0,,,,,WIELKA PŁYTA,BARDZO DOBRY,,ZAMKNIĘTA,,,,,,
Warszawa,Białołęka,Aluzyjna,380000.0,7509.88,50.6,2.0,50.6,5.0,7.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,2 lipca 2020,WIEŻOWIEC,2003.0,,,,,,DOBRY,,OTWARTA,1.0,,,,,
Warszawa,Jelonki Południowe,Batalionów Chłopskich,759000.0,11328.36,67.0,3.0,,0.0,3.0,0.0,wtórny,WŁASNOŚĆ,30 czerwca 2020,28 czerwca 2020,BLOK,2009.0,,,275.0,,,DOBRY,,PÓŁOTWARTA,,razem,,,1.0,1.0
Warszawa,Białołęka,Wyspiarska,584352.0,7496.5,77.95,3.0,77.95,5.0,5.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,29 czerwca 2020,BLOK MIESZKALNY,,,,,,MIESZANA,DEWELOPERSKI,,ANEKS KUCHENNY,,,,,,
Warszawa,Praga-Północ,Szymanowskiego,614000.0,11485.22,53.46,2.0,53.46,1.0,3.0,0.0,wtórny,WŁASNOŚĆ,26 czerwca 2020,26 czerwca 2020,KAMIENICA,1956.0,,,268.0,,CEGŁA,PO REMONCIE,,WIDNA I ZAMKNIĘTA,1.0,,,4.6,,
Warszawa,Targówek,Myszkowska,550000.0,9166.67,60.0,3.0,60.0,2.0,10.0,,wtórny,,2020-07-08,wczoraj,WIEŻOWIEC,1976.0,,,,,,,,,,,,,,
Warszawa,Bródno,,379999.0,8837.19,43.0,3.0,43.0,5.0,10.0,,wtórny,SPÓŁ. WŁASNOŚCIOWE Z KW,6 lipca 2020,27 czerwca 2020,,1969.0,,,,,RAMA H,DO ODŚWIEŻENIA,,ODDZIELNA,1.0,,,,,
Warszawa,Bemowo,Batalionów Chłopskich,512300.0,10285.08,49.81,2.0,49.81,0.0,4.0,1.0,pierwotny,,3 lipca 2020,3 lipca 2020,,2022.0,,,,,,,,,,,,,,
Warszawa,Białołęka,Talarowa,608000.0,7495.99,81.11,2.0,81.11,3.0,3.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,2 lipca 2020,BLOK MIESZKALNY,,,,260.0,,MIESZANA,DEWELOPERSKI,,,,,,,,
Warszawa,Śródmieście,,360000.0,14693.88,24.5,1.0,24.5,10.0,10.0,,wtórny,,6 lipca 2020,30 czerwca 2020,,1970.0,,,,,,,,,,,,,,
Warszawa,Wilanów,Aleja Rzeczypospolitej,895000.0,12260.27,73.0,3.0,73.0,3.0,4.0,,wtórny,,2 lipca 2020,2 lipca 2020,APARTAMENTOWIEC,,,,,,,,2.0,,,,,,,
Warszawa,Mokotów,Nałęczowska,532500.0,10867.35,49.0,2.0,49.0,1.0,10.0,1.0,pierwotny,,3 lipca 2020,3 lipca 2020,,2022.0,,,,,,,,,,,,,,
Warszawa,Mokotów,Podgórska,543045.0,11116.58,48.85,2.0,48.85,2.0,10.0,1.0,pierwotny,,3 lipca 2020,3 lipca 2020,APARTAMENTOWIEC,2022.0,,,,,,,,,,,,,,
Warszawa,Chrzanów,Szeligowska,579000.0,9338.71,62.0,3.0,62.0,2.0,10.0,,wtórny,WŁASNOŚĆ,5 lipca 2020,28 czerwca 2020,BLOK,2019.0,,,,4.06,MIESZANA,DEWELOPERSKI,2.0,"OTWARTA NA POKÓJ, WIDNA",1.0,,,3.62,,
Warszawa,Stare Miasto,Franciszkańska,795000.0,22714.29,35.0,2.0,35.0,0.0,4.0,,wtórny,,2020-07-07,24 czerwca 2020,,,,,,,,,1.0,,,,,,,
Warszawa,Ochota,Karola Dickensa,395000.0,10972.22,36.0,2.0,36.0,3.0,10.0,1.0,wtórny,,3 lipca 2020,3 lipca 2020,BLOK MIESZKALNY,1970.0,,,,,,,,,,,,,,
Warszawa,Żerań,Marywilska 62,452430.0,6855.0,66.0,3.0,66.0,2.0,,,pierwotny,,6 lipca 2020,21 lutego 2020,,2021.0,RONSON DEVELOPMENT SP. Z O.O.,Miasto Moje,,,,,,,,,,,,
Warszawa,Mokotów,,686000.0,12703.7,54.0,2.0,54.0,7.0,,1.0,wtórny,,3 lipca 2020,3 lipca 2020,APARTAMENTOWIEC,2006.0,,,,,,BARDZO WYSOKI STANDARD,,OTWARTA,1.0,,,,,
Warszawa,Rakowiec,,579000.0,12319.15,47.0,3.0,47.0,1.0,4.0,,wtórny,WŁASNOŚĆ,2020-07-07,wczoraj,BLOK,1965.0,,,265.0,,"BETON, CEGŁA",BARDZO DOBRY,2.0,ODDZIELNA I WIDNA,1.0,razem,2.0,4.0,,
Warszawa,Śródmieście,Jana Pawła II,729000.0,18225.0,40.0,1.0,40.0,3.0,9.0,,wtórny,,2020-07-07,3 lipca 2020,APARTAMENTOWIEC,2001.0,,,,,CEGŁA,,1.0,,,,,,,
Warszawa,Ursynów,,708000.0,10850.57,65.25,4.0,65.25,4.0,4.0,,pierwotny,,18 października 2019,3 lipca 2020,APARTAMENTOWIEC,2020.0,,,270.0,,MIESZANA,DEWELOPERSKI,3.0,ODDZIELNA,,razem,21.0,,,
Warszawa,Praga-Północ,,641000.0,10015.63,64.0,3.0,64.0,1.0,4.0,1.0,pierwotny,,1 lipca 2020,1 lipca 2020,APARTAMENTOWIEC,2022.0,,,,,,,,,,,,,,
Warszawa,Bemowo,Batalionów Chłopskich,586900.0,9144.59,64.18,3.0,64.18,2.0,4.0,,pierwotny,WŁASNOŚĆ,30 czerwca 2020,30 czerwca 2020,BLOK MIESZKALNY,2022.0,,,,,ŻELBETON,,,,,,,,,
Warszawa,Wola,Garbińskiego,412000.0,11111.11,37.08,2.0,37.08,8.0,10.0,,wtórny,WŁASNOŚĆ,2020-07-08,24 czerwca 2020,WIEŻOWIEC,1960.0,,,,,,,,OTWARTA,1.0,,,,,
Warszawa,Ursynów,Komisji Edukacji Narodowej,695000.0,11583.33,60.0,2.0,60.0,3.0,5.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,27 czerwca 2020,APARTAMENTOWIEC,2002.0,,,,,CEGŁA,WYSOKI STANDARD,,,,,,,,
Warszawa,Śródmieście,Wspólna,630000.0,13695.65,46.0,3.0,46.0,9.0,11.0,1.0,wtórny,WŁASNOŚĆ,2 lipca 2020,1 lipca 2020,BLOK,1994.0,,,,,,BARDZO DOBRY,2.0,WIDNA,,razem,,,,
Warszawa,Ursus,Dzieci Warszawy,490000.0,10755.05,45.56,2.0,45.56,3.0,7.0,,wtórny,,25 czerwca 2020,25 czerwca 2020,BLOK MIESZKALNY,2016.0,,,,,,,,,,,,,,
Warszawa,Białołęka,,338000.0,10595.61,31.9,1.0,31.9,7.0,11.0,,wtórny,,5 lipca 2020,1 lipca 2020,,2000.0,,,,,,,,OTWARTA,,,,,,
Warszawa,Ursynów,Bokserska,761282.0,10391.51,73.26,4.0,73.26,4.0,10.0,1.0,pierwotny,,1 lipca 2020,1 lipca 2020,APARTAMENTOWIEC,2021.0,,,,,,,,,,,,,,
Warszawa,Praga-Południe,Marsa,525000.0,8076.92,65.0,3.0,65.0,1.0,5.0,1.0,pierwotny,,2020-07-08,25 czerwca 2020,,2020.0,,,,,,,2.0,,,,,,,
Warszawa,Sadyba,Kołobrzeska,980000.0,6125.0,160.0,3.0,0.0,0.0,2.0,,wtórny,,2020-07-08,dzisiaj,,,,,,,,,2.0,,,,,,,
Warszawa,Wierzbno,Niepodległości,720000.0,13846.15,52.0,2.0,52.0,1.0,5.0,,wtórny,WŁASNOŚĆ,2020-07-08,wczoraj,KAMIENICA,1952.0,,,290.0,,CEGŁA,BARDZO DOBRY,,WIDNA,,razem,,,,
Warszawa,Grochów,Stanisława Augusta,885000.0,9899.33,89.4,4.0,89.4,3.0,3.0,1.0,wtórny,WŁASNOŚĆ,2020-07-07,wczoraj,KAMIENICA,1938.0,,,265.0,,CEGŁA,,,ANEKS,2.0,,,,,
Warszawa,Mokotów,Powsińska,520000.0,9203.54,56.5,3.0,56.5,1.0,4.0,1.0,wtórny,SPÓŁDZIELCZA WŁASNOŚCIOWA Z KW,2020-07-08,2 lipca 2020,BLOK MIESZKALNY,1969.0,,,250.0,,WIELKA PŁYTA,DO ODNOWIENIA,,KUCHNIA ZAMYKANA Z OKNEM,,,,,,
Warszawa,Młynów,,410000.0,12202.38,33.6,1.0,33.6,1.0,3.0,,wtórny,WŁASNOŚĆ,2020-07-07,wczoraj,KAMIENICA,1955.0,,,275.0,,CEGŁA STARA,,1.0,JASNA Z OKNEM,1.0,razem,,2.5,,
Warszawa,Śródmieście,Plac Mirowski,415000.0,11216.22,37.0,2.0,37.0,4.0,5.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-07,30 czerwca 2020,KAMIENICA,1930.0,,,,,,,,Z OKNEM,,,,,,
Warszawa,Białołęka,Wyspiarska,430500.0,7103.96,60.6,3.0,60.6,2.0,5.0,1.0,pierwotny,,2 lipca 2020,2 lipca 2020,BLOK MIESZKALNY,2020.0,,,,,,,,,,,,,,
Warszawa,Ursynów,Stryjeńskich,499000.0,12475.0,40.0,1.0,40.0,1.0,5.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-08,29 czerwca 2020,NISKI BLOK,1998.0,,,,,,,,,,,,,,
Warszawa,Ursynów,,559000.0,10750.0,52.0,3.0,52.0,4.0,7.0,,wtórny,,26 czerwca 2020,26 czerwca 2020,,1987.0,,,,,,,,,,,,,,
Warszawa,Ursus,Posag 7 Panien,473000.0,7317.45,64.64,3.0,64.64,2.0,7.0,1.0,wtórny,WŁASNOŚĆ,25 czerwca 2020,24 czerwca 2020,BLOK,2020.0,,,265.0,,ZRÓŻNICOWANY,DO WYKOŃCZENIA,2.0,ANEKS,,,5.04,,,
Warszawa,Białołęka,Marywilska,455000.0,8024.69,56.7,3.0,56.7,2.0,5.0,,wtórny,WŁASNOŚĆ,2020-07-08,25 czerwca 2020,BLOK MIESZKALNY,2011.0,,,,,CEGŁA,PODWYŻSZONY,,,,,,,,
Warszawa,Rembertów,,860000.0,7747.75,111.0,4.0,111.0,0.0,5.0,,pierwotny,,1 lipca 2020,1 lipca 2020,APARTAMENTOWIEC,2020.0,,,,,,,3.0,,,,,,,
Warszawa,Praga-Południe,,698000.0,10485.2,66.57,3.0,66.57,13.0,17.0,,wtórny,,6 lipca 2020,6 lipca 2020,APARTAMENTOWIEC,2019.0,,,,,BETON KOMÓRKOWY,BARDZO DOBRY,,,,,,,,
Warszawa,Żoliborz,,340000.0,14782.61,23.0,1.0,23.0,1.0,3.0,,wtórny,ODRĘBNA WŁASNOŚĆ LOKALU,6 lipca 2020,6 lipca 2020,KAMIENICA,1926.0,,,300.0,,CEGŁA,,,ANEKS KUCHENNY,,razem,,,,
Warszawa,Śródmieście,,695000.0,18289.47,38.0,2.0,38.0,2.0,5.0,,wtórny,WŁASNOŚĆ,3 lipca 2020,29 czerwca 2020,,1911.0,,,,,CEGŁA,BARDZO DOBRY,,ODDZIELNA,1.0,,,,,
Warszawa,Mokotów,Woronicza Jana Pawła,998000.0,19192.31,52.0,2.0,,0.0,5.0,1.0,wtórny,WŁASNOŚĆ,2 lipca 2020,1 lipca 2020,APARTAMENTOWIEC,2014.0,,,300.0,,,WYSOKI STANDARD,,OTWARTA,,,,,1.0,1.0
Warszawa,Bemowo,,595000.0,10438.6,57.0,2.0,57.0,2.0,3.0,,wtórny,,2020-07-08,6 lipca 2020,,2000.0,,,,,,,,,,,,,,
Warszawa,Wola,Czorsztyńska,570000.0,11642.16,48.96,2.0,48.96,1.0,2.0,,wtórny,WŁASNOŚĆ,2020-07-08,wczoraj,NISKI BLOK,1954.0,,,,,,,,ODDZIELNA,1.0,,,,,
Warszawa,Targówek,Palestyńska,448000.0,8421.05,53.2,2.0,,0.0,3.0,,wtórny,,3 lipca 2020,23 czerwca 2020,,,,,,,,,,,,,,,,
Warszawa,Bemowo,Batalionów Chłopskich,520000.0,8851.06,58.75,3.0,58.75,1.0,4.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,6 lipca 2020,BLOK MIESZKALNY,,,,,,MIESZANA,W BUDOWIE,,,,,,,,
Warszawa,Wilanów,,615000.0,15185.19,40.5,2.0,40.5,0.0,4.0,,wtórny,WŁASNOŚĆ,30 czerwca 2020,29 czerwca 2020,APARTAMENTOWIEC,2020.0,,,,,,DO WPROWADZENIA,,,,,,,,
Warszawa,Ursynów,Teligi,545000.0,9732.14,56.0,3.0,56.0,8.0,10.0,1.0,wtórny,SPÓŁDZIELCZA WŁASNOŚCIOWA BEZ KW,2020-07-08,wczoraj,BLOK MIESZKALNY,1980.0,,,,,RAMA H,NORMALNY,,KUCHNIA ZAMYKANA Z OKNEM,,,,,,
Warszawa,Wola,Grzybowska,575000.0,11979.17,48.0,3.0,48.0,10.0,11.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-07,3 lipca 2020,MIESZKALNO-BIUROWY,,,,,,,WYSOKI STANDARD,,,,,,,,
Warszawa,Wilanów,Rumiana,665000.0,12547.17,53.0,2.0,53.0,0.0,2.0,,wtórny,,30 czerwca 2020,30 czerwca 2020,DOM WIELORODZINNY,2000.0,,,,,,,,,,,,,,
Warszawa,Mokotów,Bokserska,786716.0,8777.37,89.63,4.0,89.63,2.0,10.0,1.0,pierwotny,,1 lipca 2020,1 lipca 2020,APARTAMENTOWIEC,2021.0,,,,,,,,,,,,,,
Warszawa,Mokotów,Cybernetyki,640000.0,11188.81,57.2,3.0,57.2,0.0,7.0,,wtórny,WŁASNOŚĆ,5 lipca 2020,2 lipca 2020,BLOK MIESZKALNY,2020.0,,,275.0,,MIESZANA,DEWELOPERSKI,,,,,,,,
Warszawa,Bielany,Żeromskiego,620000.0,10197.37,60.8,2.0,60.8,8.0,12.0,1.0,wtórny,WŁASNOŚĆ,29 czerwca 2020,29 czerwca 2020,WIEŻOWIEC,2002.0,,,270.0,,TECHN. MIESZANA,ŚREDNI,,WIDNA,1.0,,8.2,5.7,,
Warszawa,Białołęka,Talarowa,574000.0,8527.71,67.31,4.0,67.31,2.0,3.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,1 lipca 2020,BLOK MIESZKALNY,,,,260.0,,MIESZANA,DEWELOPERSKI,,,,,,,,
Warszawa,Praga-Południe,Hetmańska,415000.0,11216.22,37.0,2.0,37.0,1.0,3.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,6 lipca 2020,NISKI BLOK,1999.0,,,,,,,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Służewiec,Taśmowa,573800.0,10000.0,57.38,2.0,57.38,1.0,6.0,1.0,wtórny,WŁASNOŚĆ,25 czerwca 2020,24 czerwca 2020,APARTAMENTOWIEC,2020.0,,,265.0,,ZRÓŻNICOWANY,DO WYKOŃCZENIA,1.0,WIDNA,,razem,,,,
Warszawa,Mokotów,Ludwiga van Beethovena,500000.0,10416.67,48.0,2.0,48.0,0.0,5.0,1.0,pierwotny,,6 lipca 2020,6 lipca 2020,,2020.0,,,,,,,,,,,,,,
Warszawa,Bielany,Tczewska,780000.0,14145.81,55.14,2.0,55.14,2.0,4.0,,wtórny,,2020-07-07,wczoraj,APARTAMENTOWIEC,2010.0,,,,,CEGŁA,,,,,,,,,
Warszawa,Targówek,,495000.0,8684.21,57.0,3.0,57.0,0.0,3.0,,wtórny,WŁASNOŚĆ,2020-07-07,wczoraj,,2005.0,,,,,CEGŁA,DOBRY,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Mokotów,,599000.0,8808.82,68.0,4.0,68.0,0.0,10.0,1.0,wtórny,WŁASNOŚĆ,1 lipca 2020,24 czerwca 2020,BLOK,1975.0,,,,,WIELKA PŁYTA,,,,,,,,,
Warszawa,Służew,Wita Stwosza,610000.0,16486.49,37.0,1.0,37.0,2.0,,,wtórny,WŁASNOŚĆ,2020-07-07,25 czerwca 2020,APARTAMENTOWIEC,2015.0,,,,,CEGŁA,WYSOKI STANDARD,,,1.0,,,,,
Warszawa,Grochów,Nasielska,825000.0,11209.24,73.6,3.0,,2.0,4.0,1.0,wtórny,WŁASNOŚĆ,28 czerwca 2020,28 czerwca 2020,APARTAMENTOWIEC,2013.0,,,273.0,,,BARDZO DOBRY,,OSOBNA,,razem,,,1.0,
Warszawa,Praga-Północ,,403000.0,11194.44,36.0,1.0,36.0,1.0,4.0,,wtórny,WŁASNOŚĆ,6 lipca 2020,29 czerwca 2020,,1914.0,,,,,CEGŁA,DOBRY,,ANEKS KUCHENNY,2.0,,,,,
Warszawa,Praga-Północ,Białostocka,454528.0,10600.0,42.88,2.0,42.88,1.0,4.0,1.0,pierwotny,,6 lipca 2020,6 lipca 2020,,2021.0,,,,,,,1.0,,,,,,,
Warszawa,Praga-Południe,Spalinowa,794970.0,11000.0,72.27,4.0,72.27,3.0,3.0,1.0,wtórny,,29 czerwca 2020,26 czerwca 2020,APARTAMENTOWIEC,2021.0,,,,0.0,,STAN DEWELOPERSKI,,ANEKS,1.0,,,,,
Warszawa,Śródmieście,,780000.0,13928.57,56.0,3.0,56.0,0.0,,,wtórny,,1 lipca 2020,26 czerwca 2020,,,,,,,,PO REMONCIE,,,,,,,,
Warszawa,Śródmieście,,841269.0,12057.75,69.77,3.0,69.77,2.0,9.0,1.0,pierwotny,,29 czerwca 2020,29 czerwca 2020,BLOK MIESZKALNY,2021.0,,,,,,,2.0,,,,,,,
Warszawa,Wola,Wolska,405000.0,10657.89,38.0,2.0,38.0,2.0,6.0,1.0,wtórny,WŁASNOŚĆ,2020-07-07,29 czerwca 2020,NISKI BLOK,1960.0,,,250.0,,,DOBRY,,,,,,,,
Warszawa,Włochy,Krańcowa,760000.0,10416.67,72.96,3.0,72.0,3.0,3.0,1.0,wtórny,,6 lipca 2020,6 lipca 2020,APARTAMENTOWIEC,2014.0,,,,,,,2.0,,,,,,,
Warszawa,Wawer,Pomiechowska,850000.0,6071.43,140.0,4.0,140.0,1.0,2.0,,wtórny,,23 czerwca 2020,24 czerwca 2020,BLOK,1999.0,,,,,,BARDZO DOBRY,,,,,,,,
Warszawa,Olszynka Grochowska,Grochowska,435000.0,8841.46,49.2,3.0,49.2,3.0,4.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,2020-07-07,26 czerwca 2020,NISKI BLOK,1960.0,,,,,,DOBRY,,Z OKNEM,,,,,,
Warszawa,Sady Żoliborskie,Elbląska,499000.0,10395.83,48.0,3.0,48.0,0.0,10.0,0.0,wtórny,SPÓŁDZIELCZE-WŁASNOŚCIOWE Z KW,6 lipca 2020,5 lipca 2020,BLOK,1970.0,,,245.0,,WIELKA PŁYTA,,,OSOBNA,,razem,,,,
Warszawa,Bródno,Krasiczyńska,315000.0,10862.07,29.0,1.0,29.0,9.0,10.0,1.0,wtórny,ODRĘBNA WŁASNOŚĆ LOKALU,3 lipca 2020,30 czerwca 2020,BLOK,,,,,,,DO GENERALNEGO REMONTU,,ODDZIELNA WIDNA,,,3.0,,,
Warszawa,Ursynów,Wokalna,596000.0,9675.32,61.6,3.0,61.6,2.0,7.0,1.0,wtórny,HIPOTECZNE,2 lipca 2020,1 lipca 2020,BLOK,1980.0,,,260.0,,WIELKA PŁYTA,DO REMONTU,2.0,WIDNA,,,3.0,,,
