Miasto,Dzielnica,Powierzchnia,Pokoje,Cena,Cena_m2
Warszawa,Ochota,130.0,4.0,8000.0,61.54
Warszawa,Mokotów,148.0,5.0,6000.0,40.54
Poznań,Rataje,45.5,2.0,1600.0,35.16
Łódź,Widzew,71.0,3.0,2500.0,35.21
Wrocław,Plac Grunwaldzki,44.13,2.0,2600.0,58.92
Kraków,Stare Miasto,58.0,2.0,2500.0,43.1
Gdańsk,Śródmieście,44.0,2.0,2300.0,52.27
małopolskie,Kraków,65.0,3.0,3400.0,52.31
Kraków,Grzegórzki,37.0,2.0,2500.0,67.57
Warszawa,Praga-Południe,86.0,4.0,4900.0,56.98
Warszawa,Gocław,50.0,2.0,2500.0,50.0
Kraków,Os. Ruczaj,45.0,2.0,1950.0,43.33
dolnośląskie,Wrocław,36.0,2.0,2000.0,55.56
Kraków,Prądnik Czerwony,39.0,2.0,1790.0,45.9
Warszawa,Wola,126.6,5.0,5000.0,39.49
Kraków,Kazimierz,43.4,2.0,2000.0,46.08
Warszawa,Śródmieście,100.0,3.0,5500.0,55.0
mazowieckie,Warszawa,55.0,2.0,2400.0,43.64
Warszawa,Mokotów,76.0,3.0,5300.0,69.74
Warszawa,Bemowo,70.0,3.0,3200.0,45.71
Warszawa,Śródmieście,16.53,1.0,1800.0,108.89
Kraków,Krowodrza,60.0,3.0,2500.0,41.67
mazowieckie,warszawski zachodni,25.0,2.0,3750.0,150.0
Warszawa,Wola,73.0,3.0,5500.0,75.34
Warszawa,Śródmieście,342.55,6.0,25000.0,72.98
Łódź,Śródmieście,96.0,3.0,2500.0,26.04
Warszawa,Powiśle,280.0,7.0,27000.0,96.43
Warszawa,Wola,45.3,2.0,3000.0,66.23
Warszawa,Mokotów,45.0,2.0,2500.0,55.56
Kraków,Os. Ruczaj,47.0,3.0,2350.0,50.0
Wrocław,Krzyki,62.0,3.0,3000.0,48.39
Kraków,Os. Ruczaj,21.0,1.0,1200.0,57.14
Warszawa,Praga-Północ,30.0,1.0,2100.0,70.0
Wrocław,Os. Stare Miasto,37.0,2.0,1950.0,52.7
Kraków,Łobzów,55.0,2.0,1190.0,21.64
Warszawa,Wola,47.0,2.0,3500.0,74.47
Warszawa,Żoliborz,166.0,5.0,8900.0,53.61
Warszawa,Mirów,50.0,2.0,4500.0,90.0
Kraków,Górka Narodowa,59.4,3.0,2000.0,33.67
Warszawa,Śródmieście Północne,51.0,2.0,5500.0,107.84
mazowieckie,Warszawa,78.0,3.0,6800.0,87.18
Warszawa,Mirów,42.0,2.0,2599.0,61.88
Wrocław,Stare Miasto,45.8,3.0,2500.0,54.59
Łódź,Bałuty,44.23,2.0,1200.0,27.13
Kraków,Stare Miasto,92.62,3.0,6500.0,70.18
Warszawa,Mokotów,106.29,3.0,5700.0,53.63
Warszawa,Mokotów,27.0,2.0,1900.0,70.37
Kraków,Stare Miasto,47.0,2.0,2300.0,48.94
Poznań,Jeżyce,55.0,2.0,2000.0,36.36
Warszawa,Rakowiec,56.3,3.0,2300.0,40.85
Kraków,Zabłocie,72.3,3.0,3300.0,45.64
wielkopolskie,Poznań,100.0,2.0,2400.0,24.0
Wrocław,Fabryczna,18.5,1.0,1600.0,86.49
Poznań,Sołacz,56.0,2.0,1750.0,31.25
Kraków,Dębniki,56.0,3.0,2200.0,39.29
Warszawa,Mokotów,41.0,2.0,2500.0,60.98
Kraków,Łagiewniki,34.5,1.0,1150.0,33.33
Warszawa,Śródmieście Północne,96.9,4.0,6900.0,71.21
Warszawa,Śródmieście,132.0,4.0,11500.0,87.12
Kraków,Prądnik Czerwony,68.5,3.0,1800.0,26.28
Warszawa,Śródmieście,80.4,3.0,4200.0,52.24
Kraków,Krowodrza,21.0,1.0,1400.0,66.67
Warszawa,Stara Ochota,80.0,3.0,3500.0,43.75
Warszawa,Praga-Północ,48.0,2.0,2200.0,45.83
Kraków,Dębniki,36.0,2.0,1650.0,45.83
Kraków,Górka Narodowa,55.43,3.0,2400.0,43.3
Łódź,Śródmieście,62.0,2.0,2400.0,38.71
Warszawa,Włochy,100.0,2.0,3500.0,35.0
Warszawa,Stare Miasto,48.0,2.0,3500.0,72.92
Gdańsk,Śródmieście,50.0,2.0,4300.0,86.0
Wrocław,Śródmieście,52.0,2.0,2400.0,46.15
Kraków,Podgórze,116.0,3.0,5000.0,43.1
Wrocław,Krzyki,60.0,2.0,1950.0,32.5
Warszawa,Ochota,23.17,1.0,1950.0,84.16
Kraków,Salwator,33.0,1.0,1800.0,54.55
Warszawa,Rembertów,75.0,3.0,2400.0,32.0
Warszawa,Wola,61.0,3.0,5500.0,90.16
Wrocław,Krzyki,63.0,4.0,2500.0,39.68
Warszawa,Ochota,38.0,2.0,1800.0,47.37
Kraków,Os. Ruczaj,69.0,3.0,2300.0,33.33
Sopot,Dolny,94.0,3.0,8000.0,85.11
małopolskie,Kraków,40.0,2.0,2500.0,62.5
Kraków,Dębniki,57.0,3.0,4200.0,73.68
Kraków,Grzegórzki,70.0,3.0,2800.0,40.0
małopolskie,Kraków,45.36,3.0,1600.0,35.27
wielkopolskie,Poznań,42.65,2.0,2500.0,58.62
Wrocław,Stare Miasto,41.0,1.0,1700.0,41.46
Warszawa,Mirów,45.0,2.0,3200.0,71.11
Warszawa,Praga-Południe,56.0,2.0,2200.0,39.29
dolnośląskie,Wrocław,59.0,2.0,2500.0,42.37
Warszawa,Śródmieście,65.1,2.0,5500.0,84.49
Wrocław,Krzyki,150.0,4.0,5000.0,33.33
Kraków,Wawel,53.0,3.0,3500.0,66.04
Warszawa,Bródno,42.0,2.0,1300.0,30.95
Warszawa,Muranów,50.0,2.0,2200.0,44.0
Łódź,Widzew,35.0,1.0,850.0,24.29
Kraków,Prądnik Czerwony,43.0,2.0,1700.0,39.53
Warszawa,Wilanów,58.0,2.0,3150.0,54.31
Kraków,Bronowice Małe,48.88,3.0,2100.0,42.96
Kraków,Os. Ruczaj,58.0,3.0,2500.0,43.1
Warszawa,Nowolipki,57.0,2.0,2600.0,45.61
Warszawa,Wola,27.0,1.0,2200.0,81.48
Warszawa,Solec,34.0,2.0,4850.0,142.65
Warszawa,Ochota,49.0,3.0,2650.0,54.08
Warszawa,Wilanów,90.0,3.0,4500.0,50.0
Warszawa,Mokotów,40.0,2.0,2500.0,62.5
małopolskie,Kraków,80.86,4.0,3000.0,37.1
Warszawa,Ochota,47.0,2.0,2300.0,48.94
Warszawa,Szczęśliwice,37.47,2.0,2300.0,61.38
Wrocław,Sołtysowice,60.0,3.0,2800.0,46.67
Kraków,Krowodrza,34.0,2.0,1700.0,50.0
Poznań,Chartowo,53.0,2.0,1800.0,33.96
Warszawa,Mokotów,48.0,3.0,2200.0,45.83
Warszawa,Bielany,41.5,2.0,1800.0,43.37
Warszawa,Służew,40.0,2.0,1900.0,47.5
Warszawa,Praga-Północ,62.0,3.0,2300.0,37.1
Wrocław,Stare Miasto,57.0,3.0,2400.0,42.11
Warszawa,Stara Praga,80.0,3.0,5900.0,73.75
Warszawa,Mokotów,37.0,2.0,2000.0,54.05
Wrocław,Stare Miasto,56.0,2.0,2900.0,51.79
Poznań,Grunwald,69.0,3.0,2450.0,35.51
Wrocław,Plac Grunwaldzki,25.0,1.0,1600.0,64.0
Warszawa,Białołęka,82.46,3.0,3500.0,42.44
Warszawa,Ochota,67.0,2.0,3000.0,44.78
Wrocław,Śródmieście,47.0,2.0,2500.0,53.19
Warszawa,Powiśle,73.0,2.0,5000.0,68.49
Poznań,Stare Miasto,67.0,3.0,1900.0,28.36
Warszawa,Służewiec,58.0,3.0,2800.0,48.28
Szczecin,Stare Miasto,46.0,1.0,2140.0,46.52
Kraków,Bronowice Małe,52.0,2.0,1700.0,32.69
Warszawa,Śródmieście,98.0,4.0,9000.0,91.84
Warszawa,Bemowo,52.9,2.0,2300.0,43.48
Warszawa,Bielany,51.0,3.0,1500.0,29.41
Gdańsk,Jelitkowo,66.0,2.0,4000.0,60.61
Warszawa,Śródmieście,95.0,3.0,5500.0,57.89
Kraków,Stare Miasto,71.0,3.0,3000.0,42.25
zachodniopomorskie,Szczecin,125.0,5.0,4500.0,36.0
Szczecin,Pogodno,65.37,3.0,4200.0,64.25
Warszawa,Natolin,80.0,3.0,3000.0,37.5
Gdańsk,Wrzeszcz,70.0,3.0,3600.0,51.43
Warszawa,Bemowo,46.0,2.0,2000.0,43.48
Wrocław,Stare Miasto,91.0,3.0,7500.0,82.42
Wrocław,Kozanów,37.0,2.0,1450.0,39.19
Szczecin,Centrum,120.4,2.0,2200.0,18.27
Kraków,Górka Narodowa,90.0,4.0,2700.0,30.0
Warszawa,Śródmieście,45.0,2.0,2700.0,60.0
Gdańsk,Śródmieście,34.0,2.0,1600.0,47.06
Kraków,Olsza,45.0,2.0,1000.0,22.22
Kraków,Prądnik Czerwony,37.5,2.0,1450.0,38.67
Warszawa,Stare Miasto,34.0,2.0,2500.0,73.53
Kraków,Grzegórzki,41.0,2.0,2100.0,51.22
Sopot,Górny,75.0,3.0,3600.0,48.0
Warszawa,Ursynów,67.0,2.0,2300.0,34.33
Kraków,Bieżanów-Prokocim,56.0,4.0,2500.0,44.64
mazowieckie,Warszawa,70.0,2.0,5500.0,78.57
Warszawa,Ursynów,51.9,2.0,3500.0,67.44
Kraków,Krowodrza,20.0,1.0,1300.0,65.0
Warszawa,Mokotów,93.0,3.0,5000.0,53.76
Warszawa,Piaski,41.16,2.0,2000.0,48.59
Warszawa,Mokotów,50.0,2.0,3200.0,64.0
Warszawa,Mokotów,27.0,1.0,2200.0,81.48
Warszawa,Śródmieście,45.0,2.0,2500.0,55.56
Poznań,Winogrady,26.0,1.0,1100.0,42.31
Warszawa,Bemowo,44.0,2.0,2500.0,56.82
Wrocław,Stare Miasto,37.0,1.0,1700.0,45.95
Wrocław,Krzyki,54.0,2.0,3000.0,55.56
Kraków,Krowodrza,72.0,2.0,2500.0,34.72
Kraków,Salwator,39.31,2.0,2300.0,58.51
Poznań,Wilda,58.0,3.0,2300.0,39.66
Warszawa,Mokotów,94.0,4.0,4900.0,52.13
Łódź,Śródmieście,60.0,2.0,1500.0,25.0
Warszawa,Śródmieście,99.23,3.0,6500.0,65.5
Poznań,Wilda,58.0,3.0,2950.0,50.86
Łódź,Śródmieście,52.0,2.0,1950.0,37.5
Warszawa,Wola,105.0,3.0,4700.0,44.76
Wrocław,Śródmieście,35.0,2.0,1750.0,50.0
Warszawa,Ochota,52.0,2.0,1900.0,36.54
Warszawa,Śródmieście,124.3,4.0,9000.0,72.41
Warszawa,Śródmieście Południowe,125.0,3.0,8500.0,68.0
Kraków,Krowodrza,47.0,2.0,1800.0,38.3
Gdańsk,Śródmieście,43.0,2.0,2200.0,51.16
Warszawa,Śródmieście Północne,41.0,2.0,2599.0,63.39
Warszawa,Wilanów,40.0,2.0,2500.0,62.5
Warszawa,Ochota,29.0,1.0,1550.0,53.45
Kraków,Prądnik Biały,45.0,2.0,1500.0,33.33
Wrocław,Stare Miasto,38.0,1.0,2000.0,52.63
Poznań,Jeżyce,37.0,2.0,1500.0,40.54
mazowieckie,Warszawa,144.0,4.0,5600.0,38.89
Warszawa,Wola,58.4,2.0,3140.0,53.77
Warszawa,Śródmieście,40.0,1.0,2300.0,57.5
Warszawa,Śródmieście,90.0,3.0,7000.0,77.78
Kraków,Os. Oficerskie,37.0,2.0,1700.0,45.95
Warszawa,Śródmieście,92.0,3.0,7500.0,81.52
Kraków,Grzegórzki,76.0,3.0,3800.0,50.0
Wrocław,Huby,35.0,1.0,1400.0,40.0
wielkopolskie,Poznań,70.0,2.0,1900.0,27.14
mazowieckie,Warszawa,129.0,5.0,8900.0,68.99
Warszawa,Mokotów,60.0,3.0,3750.0,62.5
Warszawa,Śródmieście,35.0,2.0,2800.0,80.0
Warszawa,Mokotów,29.0,2.0,2300.0,79.31
Warszawa,Ursynów,51.0,3.0,3300.0,64.71
Wrocław,Stare Miasto,48.0,2.0,2650.0,55.21
Warszawa,Wyględów,89.0,3.0,5300.0,59.55
mazowieckie,Warszawa,33.0,2.0,3000.0,90.91
Kraków,Krowodrza,28.0,1.0,1350.0,48.21
Warszawa,Mokotów,49.19,2.0,2700.0,54.89
Warszawa,Śródmieście,53.05,2.0,7900.0,148.92
Kraków,Krowodrza,28.0,1.0,1300.0,46.43
Wrocław,Jagodno,50.0,2.0,2500.0,50.0
Wrocław,Różanka,44.0,2.0,2400.0,54.55
Wrocław,Śródmieście,23.0,1.0,1600.0,69.57
Wrocław,Partynice,71.0,3.0,2600.0,36.62
Poznań,Grunwald,47.0,2.0,2000.0,42.55
małopolskie,Kraków,93.0,3.0,6200.0,66.67
Warszawa,Mokotów,51.0,2.0,2000.0,39.22
Kraków,Os. Prądnik Czerwony,47.0,2.0,2100.0,44.68
Warszawa,Śródmieście,42.0,1.0,2200.0,52.38
Warszawa,Mokotów,59.3,2.0,2300.0,38.79
Wrocław,Gaj,50.0,2.0,1950.0,39.0
Kraków,Prądnik Biały,45.0,2.0,1800.0,40.0
małopolskie,Kraków,104.0,3.0,3300.0,31.73
Warszawa,Bródno,30.4,1.0,1500.0,49.34
Wrocław,Stare Miasto,69.76,3.0,5000.0,71.67
Warszawa,Sady Żoliborskie,38.0,2.0,2400.0,63.16
Kraków,Krowodrza,57.0,2.0,2500.0,43.86
Szczecin,Stare Miasto,90.0,4.0,4500.0,50.0
Warszawa,Śródmieście Północne,60.0,3.0,3200.0,53.33
Kraków,Stare Miasto,78.0,2.0,2500.0,32.05
Warszawa,Wierzbno,60.0,3.0,3160.0,52.67
Warszawa,Targówek,33.0,2.0,2000.0,60.61
Kraków,Kazimierz,55.0,2.0,2400.0,43.64
Warszawa,Wilanów,80.0,3.0,9999.0,124.99
Warszawa,Śródmieście,144.0,4.0,14000.0,97.22
Łódź,Śródmieście,70.0,3.0,2500.0,35.71
Warszawa,Mokotów,74.0,3.0,3150.0,42.57
Kraków,Stare Miasto,70.0,2.0,2500.0,35.71
Kraków,Prądnik Biały,50.0,2.0,1950.0,39.0
Gdańsk,Przymorze,69.9,3.0,2900.0,41.49
Gdańsk,Stare Miasto,55.0,2.0,2100.0,38.18
Warszawa,Śródmieście,85.72,3.0,8500.0,99.16
Warszawa,Wilanów,50.0,2.0,2650.0,53.0
Warszawa,Śródmieście,63.46,2.0,4500.0,70.91
Łódź,Stare Polesie,20.0,1.0,1200.0,60.0
Warszawa,Wola,52.0,3.0,2550.0,49.04
Łódź,Śródmieście,60.0,2.0,1700.0,28.33
Warszawa,Sielce,134.0,4.0,10000.0,74.63
Gdańsk,Śródmieście,50.0,2.0,2600.0,52.0
Kraków,Prądnik Biały,38.0,2.0,1650.0,43.42
łódzkie,Łódź,57.28,3.0,2200.0,38.41
Kraków,Stare Miasto,112.0,3.0,4500.0,40.18
Warszawa,Śródmieście,92.0,2.0,10900.0,118.48
Kraków,Czyżyny,40.0,2.0,1800.0,45.0
Kraków,Krowodrza,80.0,3.0,3400.0,42.5
Kraków,Grzegórzki,47.4,2.0,2300.0,48.52
Kraków,Podgórze,48.0,2.0,2300.0,47.92
Warszawa,Mokotów,118.0,4.0,5600.0,47.46
Wrocław,Gaj,64.0,3.0,2000.0,31.25
Warszawa,Mokotów,16.5,1.0,1550.0,93.94
małopolskie,Kraków,50.0,2.0,1700.0,34.0
Kraków,Grzegórzki,49.0,2.0,2600.0,53.06
Kraków,Bieńczyce,39.0,2.0,1890.0,48.46
Warszawa,Żoliborz,89.21,4.0,4270.0,47.86
mazowieckie,Warszawa,90.0,3.0,6750.0,75.0
Kraków,Dębniki,105.0,4.0,2999.0,28.56
Warszawa,Mokotów,62.0,2.0,3300.0,53.23
Łódź,Widzew,16.0,1.0,950.0,59.38
Kraków,Grzegórzki,70.0,3.0,4500.0,64.29
Kraków,Kleparz,69.0,3.0,2850.0,41.3
Kraków,Podgórze,107.0,4.0,7900.0,73.83
Kraków,Krowodrza,34.0,1.0,1500.0,44.12
Kraków,Grzegórzki,45.08,2.0,2500.0,55.46
Wrocław,Śródmieście,28.0,1.0,1450.0,51.79
Szczecin,Centrum,118.34,4.0,3500.0,29.58
Gdańsk,Wrzeszcz Górny,42.0,2.0,2400.0,57.14
Wrocław,Przedmieście Oławskie,53.0,2.0,2497.0,47.11
Warszawa,Bielany,28.0,1.0,1900.0,67.86
Warszawa,Bielany,41.0,2.0,2100.0,51.22
małopolskie,Kraków,35.0,2.0,1200.0,34.29
Kraków,Stare Miasto,46.0,2.0,2100.0,45.65
Kraków,Podgórze,80.0,3.0,1700.0,21.25
Wrocław,Krzyki,80.0,3.0,2900.0,36.25
Warszawa,Praga-Północ,43.0,2.0,2200.0,51.16
Warszawa,Wola,30.0,2.0,2700.0,90.0
Kraków,Stare Miasto,55.0,2.0,2950.0,53.64
Szczecin,Centrum,46.0,2.0,2500.0,54.35
Łódź,Śródmieście,64.0,3.0,2300.0,35.94
Kraków,Dębniki,43.0,2.0,1801.0,41.88
Kraków,Podgórze,24.0,1.0,1150.0,47.92
Warszawa,Mokotów,47.0,2.0,3500.0,74.47
Kraków,Łobzów,26.0,1.0,1400.0,53.85
Warszawa,Żoliborz,53.0,3.0,2500.0,47.17
Kraków,Olsza,54.0,2.0,1700.0,31.48
Gdańsk,Wrzeszcz,48.0,3.0,750.0,15.63
Warszawa,Bielany,54.0,2.0,3500.0,64.81
Warszawa,Praga-Południe,165.0,4.0,8500.0,51.52
Kraków,Os. Ruczaj,35.0,1.0,1600.0,45.71
Warszawa,Śródmieście,36.0,2.0,2200.0,61.11
Warszawa,Mokotów,49.0,2.0,2800.0,57.14
Kraków,Stare Miasto,103.97,5.0,4400.0,42.32
Kraków,Stare Miasto,33.0,2.0,2300.0,69.7
Łódź,Os. Katedralna,52.0,2.0,1799.0,34.6
Kraków,Podgórze,41.0,2.0,1450.0,35.37
Kraków,Os. Ruczaj,46.0,2.0,1950.0,42.39
Kraków,Stare Miasto,33.0,2.0,2000.0,60.61
Kraków,Stare Miasto (historyczne),31.0,1.0,1800.0,58.06
Warszawa,Targówek,50.0,2.0,1800.0,36.0
Poznań,Wilda,45.0,2.0,2800.0,62.22
Łódź,Widzew,37.0,1.0,1200.0,32.43
Warszawa,Mokotów,50.0,2.0,3300.0,66.0
Warszawa,Stary Mokotów,81.0,3.0,5600.0,69.14
Łódź,Polesie,21.0,1.0,980.0,46.67
Kraków,Nowe Miasto,40.0,2.0,2000.0,50.0
Warszawa,Mokotów,68.0,2.0,4500.0,66.18
Kraków,Stradom,30.0,1.0,1500.0,50.0
Kraków,Stare Miasto,54.0,2.0,2400.0,44.44
Warszawa,Śródmieście,44.0,2.0,3750.0,85.23
Kraków,Stare Miasto,32.0,1.0,1800.0,56.25
małopolskie,Kraków,59.17,2.0,3400.0,57.46
Łódź,Śródmieście,48.5,2.0,2300.0,47.42
Kraków,Grzegórzki,43.9,1.0,2100.0,47.84
dolnośląskie,Wrocław,50.0,2.0,2099.0,41.98
małopolskie,Kraków,35.0,1.0,1400.0,40.0
Kraków,Grzegórzki,43.0,2.0,2399.0,55.79
Poznań,Piątkowo,49.0,2.0,1650.0,33.67
Gdańsk,Śródmieście,45.15,2.0,2300.0,50.94
Warszawa,Saska Kępa,53.0,2.0,2200.0,41.51
Kraków,Stare Miasto,35.0,1.0,2100.0,60.0
Warszawa,Mokotów,56.0,2.0,3200.0,57.14
Warszawa,Śródmieście,25.0,1.0,1999.0,79.96
Kraków,Krowodrza,34.0,1.0,1200.0,35.29
Kraków,Borek Fałęcki,44.0,2.0,1600.0,36.36
Kraków,Dąbie,48.0,3.0,1600.0,33.33
Wrocław,Krzyki,46.0,2.0,1900.0,41.3
Warszawa,Wola,25.0,1.0,2020.0,80.8
Wrocław,Krzyki,46.0,3.0,1700.0,36.96
Kraków,Krowodrza,20.0,1.0,1150.0,57.5
Warszawa,Ksawerów,88.0,5.0,4500.0,51.14
Kraków,Krowodrza,40.0,2.0,2100.0,52.5
Kraków,Os. Prądnik Biały,44.0,2.0,1700.0,38.64
Łódź,Śródmieście,84.0,3.0,3000.0,35.71
Kraków,Podgórze,40.0,2.0,2300.0,57.5
Warszawa,Śródmieście,94.0,3.0,10000.0,106.38
Warszawa,Śródmieście,77.0,3.0,4499.0,58.43
Wrocław,Krzyki,37.0,2.0,2000.0,54.05
Kraków,Podgórze,28.0,1.0,1600.0,57.14
Kraków,Bieżanów-Prokocim,35.0,1.0,1230.0,35.14
Warszawa,Mokotów,49.0,3.0,2500.0,51.02
Gdańsk,Wrzeszcz,57.42,2.0,2400.0,41.8
Warszawa,Mirów,38.0,2.0,3200.0,84.21
Kraków,Prądnik Biały,53.0,2.0,1700.0,32.08
Kraków,Stare Miasto,120.0,4.0,3800.0,31.67
dolnośląskie,Wrocław,63.0,3.0,3000.0,47.62
Warszawa,Śródmieście,50.0,2.0,3900.0,78.0
Kraków,Grzegórzki,70.0,2.0,2000.0,28.57
Wrocław,Stare Miasto,70.0,3.0,3100.0,44.29
Wrocław,Psie Pole,70.0,3.0,1900.0,27.14
Wrocław,Śródmieście,72.0,4.0,2200.0,30.56
Wrocław,Fabryczna,37.0,1.0,1650.0,44.59
Warszawa,Ksawerów,44.0,2.0,2400.0,54.55
Warszawa,Szczęśliwice,95.0,4.0,5500.0,57.89
Kraków,Os. Ruczaj,50.0,2.0,1700.0,34.0
Kraków,Stare Miasto,44.0,2.0,2250.0,51.14
Warszawa,Grochów,59.0,3.0,3500.0,59.32
Kraków,Dębniki,112.0,3.0,5700.0,50.89
Warszawa,Mokotów,45.0,1.0,2300.0,51.11
Warszawa,Śródmieście Południowe,45.0,2.0,3800.0,84.44
Kraków,Grzegórzki Stare,28.0,1.0,2000.0,71.43
Warszawa,Powiśle,29.0,1.0,1990.0,68.62
Warszawa,Ursynów,77.6,3.0,3900.0,50.26
Warszawa,Sielce,45.0,2.0,2500.0,55.56
Kraków,Krowodrza,27.0,1.0,1500.0,55.56
Gdańsk,Żabianka,57.8,4.0,3000.0,51.9
Kraków,Stare Miasto,44.0,2.0,2700.0,61.36
Warszawa,Wola,46.0,2.0,2300.0,50.0
Kraków,Kazimierz,25.0,1.0,2000.0,80.0
Warszawa,Wola,52.49,2.0,3500.0,66.68
brak,,46.0,2.0,2000.0,43.48
Kraków,Stare Miasto,70.0,3.0,4200.0,60.0
Wrocław,Śródmieście,52.0,2.0,1800.0,34.62
Wrocław,Partynice,52.0,2.0,2000.0,38.46
Gdańsk,Śródmieście,88.0,3.0,3500.0,39.77
Kraków,Zabłocie,37.0,2.0,2400.0,64.86
Warszawa,Augustówka,26.0,1.0,3000.0,115.38
dolnośląskie,Wrocław,72.0,3.0,2950.0,40.97
Kraków,Krowodrza,55.0,2.0,2200.0,40.0
Warszawa,Mokotów,57.0,2.0,4090.0,71.75
Kraków,Podgórze,62.0,2.0,3100.0,50.0
Łódź,Śródmieście,40.0,2.0,2000.0,50.0
Warszawa,Praga-Północ,48.0,2.0,2200.0,45.83
Kraków,Dębniki,49.3,3.0,1900.0,38.54
Warszawa,Mokotów,64.0,3.0,3700.0,57.81
Warszawa,Śródmieście,25.0,1.0,1750.0,70.0
Kraków,Grzegórzki,56.0,2.0,2400.0,42.86
Kraków,Grzegórzki,80.0,4.0,5300.0,66.25
Warszawa,Mokotów,37.0,1.0,1900.0,51.35
Warszawa,Śródmieście,126.0,3.0,8500.0,67.46
Gdańsk,Śródmieście,117.37,4.0,8200.0,69.86
Warszawa,Praga-Północ,90.0,3.0,5900.0,65.56
Kraków,Krowodrza,83.0,2.0,2800.0,33.73
Kraków,Olsza,39.97,2.0,1950.0,48.79
Warszawa,Wola,187.0,5.0,8000.0,42.78
Warszawa,Żoliborz,93.0,3.0,5200.0,55.91
Kraków,Krowodrza,30.0,1.0,1000.0,33.33
Gdańsk,Stare Miasto,40.0,2.0,2600.0,65.0
Kraków,Prądnik Czerwony,40.0,2.0,1450.0,36.25
Warszawa,Mokotów,40.0,2.0,2700.0,67.5
Łódź,Śródmieście,23.0,1.0,1300.0,56.52
Kraków,Krowodrza,53.0,2.0,2450.0,46.23
Warszawa,Mokotów,76.0,2.0,4200.0,55.26
Warszawa,Mokotów,82.0,3.0,3000.0,36.59
Warszawa,Muranów,57.0,3.0,2800.0,49.12
Kraków,Grzegórzki,85.0,3.0,3000.0,35.29
Warszawa,Mokotów,192.0,5.0,19400.0,101.04
małopolskie,Kraków,47.0,2.0,1900.0,40.43
Warszawa,Mokotów,107.0,3.0,5500.0,51.4
Wrocław,Stare Miasto,35.0,2.0,2500.0,71.43
Kraków,Os. Podwawelskie,34.0,2.0,1350.0,39.71
Warszawa,Mokotów,104.0,4.0,5000.0,48.08
Warszawa,Szczęśliwice,86.0,3.0,4000.0,46.51
Kraków,Azory,37.0,2.0,1300.0,35.14
Warszawa,Śródmieście,40.0,2.0,2500.0,62.5
Warszawa,Wola,36.0,2.0,2500.0,69.44
Warszawa,Nowe Miasto,55.0,2.0,3500.0,63.64
Warszawa,Wawer,155.0,3.0,4900.0,31.61
Gdańsk,Piecki-Migowo,40.0,2.0,1500.0,37.5
Warszawa,Praga-Południe,43.0,2.0,2600.0,60.47
Warszawa,Mokotów,47.0,2.0,2700.0,57.45
Łódź,Widzew,97.42,4.0,2590.0,26.59
Warszawa,Wola,49.0,2.0,2850.0,58.16
Kraków,Stare Miasto,18.0,3.0,999.0,55.5
Poznań,Rataje,46.4,2.0,1250.0,26.94
Kraków,Salwator,85.0,3.0,2400.0,28.24
Kraków,Stare Miasto,125.0,4.0,3500.0,28.0
Gdańsk,Śródmieście,50.0,2.0,2500.0,50.0
Kraków,Kazimierz,71.12,3.0,4000.0,56.24
Szczecin,Pomorzany,19.0,1.0,1000.0,52.63
Kraków,Grzegórzki,54.0,2.0,2500.0,46.3
Wrocław,Karłowice,44.0,2.0,1655.0,37.61
Wrocław,Fabryczna,35.0,1.0,1700.0,48.57
Kraków,Kleparz,43.0,2.0,1850.0,43.02
Warszawa,Mokotów,70.0,3.0,4500.0,64.29
Kraków,Stare Miasto,44.0,2.0,2200.0,50.0
Warszawa,Mokotów,47.0,2.0,2550.0,54.26
Warszawa,Śródmieście,38.0,2.0,2000.0,52.63
Wrocław,Psie Pole,39.0,2.0,1840.0,47.18
Kraków,Stare Miasto,42.0,2.0,2300.0,54.76
Gdańsk,Śródmieście,57.5,3.0,2600.0,45.22
Kraków,Stare Miasto,103.0,3.0,6000.0,58.25
Kraków,Olsza,43.0,2.0,2300.0,53.49
Kraków,Grzegórzki,38.0,2.0,1800.0,47.37
Warszawa,Śródmieście,38.0,1.0,3200.0,84.21
Kraków,Grzegórzki,43.0,1.0,1500.0,34.88
Warszawa,Praga-Południe,35.0,2.0,2100.0,60.0
Warszawa,Śródmieście,29.3,2.0,2200.0,75.09
Warszawa,Śródmieście,70.0,3.0,4500.0,64.29
pod budynkiem,,43.0,2.0,2150.0,50.0
Kraków,Grzegórzki,50.0,2.0,1900.0,38.0
Kraków,Dębniki,41.0,2.0,1950.0,47.56
Kraków,Stare Miasto,50.0,2.0,2100.0,42.0
Kraków,Os. Ruczaj,69.0,3.0,2500.0,36.23
Warszawa,Mokotów,65.0,3.0,3500.0,53.85
Kraków,Krowodrza,54.0,2.0,1800.0,33.33
Poznań,Grunwald,17.0,1.0,1300.0,76.47
Łódź,Widzew,63.0,3.0,1250.0,19.84
Warszawa,Mokotów,119.68,4.0,7600.0,63.5
Warszawa,Mokotów,118.0,3.0,9000.0,76.27
Warszawa,Powiśle,78.0,4.0,6500.0,83.33
małopolskie,Kraków,63.0,3.0,1600.0,25.4
Warszawa,Mokotów,150.0,4.0,8500.0,56.67
Warszawa,Żoliborz,37.0,2.0,2000.0,54.05
Warszawa,Ochota,30.0,1.0,2200.0,73.33
Warszawa,Powiśle,95.0,3.0,7000.0,73.68
Warszawa,Śródmieście,133.0,3.0,18000.0,135.34
