offer_id,title,address,Cena,Powierzchnia,Forma_własności,Liczba_pokoi,Stan_wykończenia,Piętro,Balkon_ogród_taras,Czynsz,Miejsce_parkingowe,Obsługa_zdalna,Ogrzewanie,Rynek,Typ_ogłoszeniodawcy,Dostępne_od,Rok_budowy,Rodzaj_zabudowy,Okna,Winda,Media,Zabezpieczenia,Wyposażenie,Informacje_dodatkowe,Materiał_budynku,district
ID4c8gI,3-pokojowe mieszkanie 60m2 + balkon,"Warszawa, Ursus",,60.34,pełna własność,3,do wykończenia,1/6,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2022,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,URSUS
ID4cPSt,"Next Ursus, Harmony 3.B.44","Warszawa, Ursus, ul. Posag 7 Panien",,65.29,,3,do wykończenia,3,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,deweloper,,2022,,,tak,"telewizja kablowa, internet",brak informacji,brak informacji,brak informacji,,URSUS
ID4g2g8,ul Romańska Metro Gotowe do wprowadzenia! Promocja,"Warszawa, Wola",1390000.0,79.4,spółdzielcze własnościowe,3,do zamieszkania,4/4,"balkon, taras",1 000 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,prywatny,,2007,blok,plastikowe,tak,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka",pom. użytkowe,cegła,WOLA
ID4gjrW,Blisko SWPS! 13min do CENTRUM! PARK Skaryszewski,"Warszawa, Praga-Południe",463792.0,32.35,,1,do wykończenia,5,balkon,zapytaj,garaż/miejsce parkingowe,tak,,pierwotny,biuro nieruchomości,,brak informacji,apartamentowiec,,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,brak informacji,inne,PRAGA-POŁUDNIE
ID4gon1,"2 pokoje 40 m2, ul Szeligowska oddanie lipiec 2022","Warszawa, Bemowo, ul. Szeligowska",510000.0,39.58,pełna własność,2,do wykończenia,2/4,balkon,zapytaj,garaż/miejsce parkingowe,tak,miejskie,pierwotny,biuro nieruchomości,,2021,,,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,,BEMOWO
ID4giBu,2-pokojowe mieszkanie 38m2 + balkon,"Warszawa, Białołęka",,38.23,pełna własność,2,do wykończenia,2/2,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,BIAŁOŁĘKA
ID4fpOP,2-pokojowe mieszkanie 51m2 + loggia,"Warszawa, Włochy",,51.86,pełna własność,2,do wykończenia,4/10,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2024,,,nie,brak informacji,teren zamknięty,brak informacji,oddzielna kuchnia,,WŁOCHY
ID439ZN,Luksusowy apartament - Stary Zoliborz,"Warszawa, Żoliborz",6484000.0,262.0,,9,do zamieszkania,5/5,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2006,apartamentowiec,,tak,"telewizja kablowa, internet, telefon",monitoring / ochrona,meble,brak informacji,,ŻOLIBORZ
ID4cFkM,Wiślany Mokotów | etap VI | mieszkanie B3.M101,"Warszawa, Mokotów, ul. Batalionu AK",,114.41,,5,do wykończenia,2/4,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,deweloper,,2022,,,tak,"internet, telefon",domofon / wideofon,brak informacji,brak informacji,,MOKOTÓW
ID4ecU4,"Butikowy apartament, świetna lokalizacja","Warszawa, Mokotów",,34.77,pełna własność,1,,2/5,,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,biuro nieruchomości,,2022,apartamentowiec,,tak,brak informacji,monitoring / ochrona,brak informacji,oddzielna kuchnia,,MOKOTÓW
ID4g5C3,Kawalerka*Wum*Park*Niski Czynsz*Parking*Cicho,"Warszawa, Ochota",315000.0,19.0,,1,do zamieszkania,5/10,,194 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1974,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona","meble, piekarnik, kuchenka",brak informacji,inne,OCHOTA
ID4g85S,3 Pokoje - Doskonałe Dla Rodziny I Pod Inwestycje,"Warszawa, Praga-Południe",701300.0,46.0,,3,,5/7,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,biuro nieruchomości,2022-07-25,2022,blok,plastikowe,tak,"internet, telefon",brak informacji,brak informacji,brak informacji,,PRAGA-POŁUDNIE
ID4eNpg,Ursus Nova - odbiór 3 kw.2022,"Warszawa, Ursus, Górna Droga",594867.0,65.37,pełna własność,3,do wykończenia,1/6,balkon,650 zł,garaż/miejsce parkingowe,zapytaj,gazowe,pierwotny,biuro nieruchomości,,2022,blok,,tak,brak informacji,monitoring / ochrona,brak informacji,brak informacji,,URSUS
ID4gc6d,"Funkcjonalny lokal na biuro, kancelarię.","Warszawa, Śródmieście, Śródmieście Północne, ul. Dzika",1979000.0,110.0,pełna własność,4,do zamieszkania,3/7,"balkon, taras",970 zł,garaż/miejsce parkingowe,tak,miejskie,wtórny,biuro nieruchomości,,2003,blok,plastikowe,tak,"internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, kuchenka, telewizor",oddzielna kuchnia,cegła,ŚRÓDMIEŚCIE
ID4g25A,Gotowy Apartament Mokotów,"Warszawa, Mokotów",2762983.0,159.71,pełna własność,4,,1/2,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,biuro nieruchomości,2022-07-25,2022,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet, telefon",brak informacji,brak informacji,brak informacji,,MOKOTÓW
ID4fawj,Solen Kabaty - 3-pokojowe mieszkanie nr E0302,"Warszawa, Ursynów",1402600.0,68.56,,3,,3,balkon,zapytaj,zapytaj,Wirtualny spacer,,,,,,,,,,,,,,URSYNÓW
ID4fMk8,"Bemowo 41m2, blisko Metra Ulrychów","Warszawa, Bemowo, Grodkowska",520000.0,41.0,pełna własność,2,do zamieszkania,7/8,balkon,460 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,2022-04-01,2006,blok,,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",meble,brak informacji,cegła,BEMOWO
ID4fU6h,2 pokoje na Woli do remontu,"Warszawa, Wola",425000.0,33.5,pełna własność,2,do remontu,parter/10,,400 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1974,blok,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji,inne,WOLA
ID4cU3e,3-pokojowe mieszkanie 58m2 + balkon Bez Prowizji,"Warszawa, Ursus",,58.19,pełna własność,3,do wykończenia,3/11,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,URSUS
ID4e6zB,"Apartament, 3 pokoje, 68m2, Mokotów 2021","Warszawa, Mokotów, Siekierki",,67.99,pełna własność,3,do wykończenia,1/2,,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,biuro nieruchomości,,2021,apartamentowiec,,tak,brak informacji,"system alarmowy, monitoring / ochrona",brak informacji,brak informacji,cegła,MOKOTÓW
ID4fh4h,"Atrakcyjna lokalizacja, Metro Racławicka","Warszawa, Mokotów, Racławicka",650000.0,70.0,,2,,5/5,,280 zł,zapytaj,zapytaj,inne,wtórny,biuro nieruchomości,,1950,kamienica,plastikowe,nie,brak informacji,brak informacji,meble,brak informacji,cegła,MOKOTÓW
ID4884S,Atrakcyjna oferta przy Polach Mokotowskich,"Warszawa, Mokotów, Karola Chodkiewicza",2200000.0,113.0,,4,do zamieszkania,3/7,,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2006,apartamentowiec,,tak,"telewizja kablowa, internet, telefon",brak informacji,meble,brak informacji,cegła,MOKOTÓW
ID4fIz8,"Apartament – TARAS 100 m2, 3 pokoje, 2x garaż","Warszawa, Wilanów, Sarmacka",1710000.0,82.5,pełna własność,3,do zamieszkania,4/4,taras,800 zł,garaż/miejsce parkingowe,Wirtualny spacer,miejskie,wtórny,biuro nieruchomości,,2010,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",brak informacji,,WILANÓW
ID49Ig5,Hoża | Kamienica | 223m2 | Taras | Wysokość 10m,"Warszawa, Śródmieście, Hoża",3800000.0,223.0,pełna własność,6,do wykończenia,3/3,taras,zapytaj,zapytaj,zapytaj,miejskie,pierwotny,biuro nieruchomości,,2022,kamienica,,nie,brak informacji,brak informacji,brak informacji,brak informacji,cegła,ŚRÓDMIEŚCIE
ID4egaR,Atrakcyjna cena i lokalizacja plus GRATIS,"Warszawa, Białołęka, Aluzyjna",745400.0,86.0,pełna własność,3,do zamieszkania,2/7,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,brak informacji,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",piwnica,,BIAŁOŁĘKA
ID4galm,"Ciche i przytulne, 2 pokoje z Ogródkiem!","Warszawa, Targówek, Ponarska",499000.0,33.0,pełna własność,2,do zamieszkania,parter/3,ogródek,330 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2014,blok,,tak,brak informacji,monitoring / ochrona,brak informacji,brak informacji,,TARGÓWEK
ID4frrh,"Dwupoziomowy apartament, trzy pokoje z balkonem","Warszawa, Rembertów",799000.0,126.0,,3,do wykończenia,4/4,,650 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2020,apartamentowiec,,tak,brak informacji,monitoring / ochrona,brak informacji,brak informacji,cegła,REMBERTÓW
ID4gbuY,Aktualne Słoneczna kawalerka gotowiec inwestycyjny,"Warszawa, Praga-Południe, Ludwika Kickiego",347000.0,25.3,pełna własność,1,do zamieszkania,parter/4,,280 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1965,kamienica,,nie,brak informacji,monitoring / ochrona,brak informacji,brak informacji,cegła,PRAGA-POŁUDNIE
ID4dD6l,"Nowe dwa pokoje, ładny widok z tarasu","Warszawa, Rembertów, Chełmżyńska",461000.0,45.16,,2,do wykończenia,5/5,taras,zapytaj,zapytaj,zapytaj,miejskie,pierwotny,biuro nieruchomości,,brak informacji,dom wolnostojący,,tak,brak informacji,brak informacji,brak informacji,brak informacji,inne,REMBERTÓW
ID4e9D5,2-pokojowe mieszkanie 44m2 + balkon Bezpośrednio,"Warszawa, mazowieckie",,44.3,pełna własność,2,do wykończenia,2/7,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,MAZOWIECKIE
ID4fTTG,"Mieszkanie, 61,43 m², Warszawa","Warszawa, Białołęka",610000.0,61.43,pełna własność,3,do zamieszkania,3/3,balkon,630 zł,zapytaj,zapytaj,,wtórny,biuro nieruchomości,2022-04-30,2017,blok,plastikowe,tak,brak informacji,brak informacji,meble,piwnica,pustak,BIAŁOŁĘKA
ID4fzWx,"3 osobne pokoje Blisko metra , pl. Bankowy","Warszawa, Śródmieście, Daniłowiczowska",899000.0,57.41,spółdzielcze wł. z KW,3,,2/11,,550 zł,garaż/miejsce parkingowe,zapytaj,,wtórny,biuro nieruchomości,2021-11-29,1967,,drewniane,nie,brak informacji,brak informacji,meble,piwnica,,ŚRÓDMIEŚCIE
ID4fINY,Dla Miłośników Starego Mokotowa,"Warszawa, Mokotów",740000.0,44.0,pełna własność,2,do zamieszkania,1/4,,460 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1952,kamienica,plastikowe,nie,brak informacji,monitoring / ochrona,brak informacji,piwnica,cegła,MOKOTÓW
ID4crzB,2-pokojowe mieszkanie 40m2 + loggia Bez Prowizji,"Warszawa, Ursus",461016.0,40.44,pełna własność,2,do wykończenia,parter/7,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,URSUS
ID4fWy9,Sprzedam mieszkanie dwupoziomowe Praga-Południe,"Warszawa, Praga-Południe",1200000.0,110.0,spółdzielcze wł. z KW,4,do zamieszkania,4/5,balkon,zapytaj,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,2000,blok,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,PRAGA-POŁUDNIE
ID4fV9V,1-pokojowe mieszkanie 37m2 + loggia,"Warszawa, Targówek",,37.46,pełna własność,1,do wykończenia,1/3,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2022,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,TARGÓWEK
ID4dEnS,Insta 21 - 2-pokojowe mieszkanie nr 63,"Warszawa, Ochota",,44.7,,2,,4,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,OCHOTA
ID4fVi6,2-pokojowe mieszkanie 38m2 + balkon Bez Prowizji,"Warszawa, Mokotów",,38.65,pełna własność,2,do wykończenia,parter/6,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2022,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,MOKOTÓW
ID4bdc0,Bezpośrednio nowoczesny apartament 56 m2,"Warszawa, Wola, ul. Jana Kazimierza",949000.0,55.84,pełna własność,2,do zamieszkania,7/7,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,prywatny,,2018,apartamentowiec,drewniane,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",pom. użytkowe,,WOLA
ID4eYnQ,"3 pokoje, nowa inwestycja deweloperska, Mokotów","Warszawa, Mokotów, Siekierki, Polska",807900.0,67.38,,3,do wykończenia,3/3,"balkon, taras",zapytaj,zapytaj,zapytaj,miejskie,pierwotny,biuro nieruchomości,,brak informacji,blok,,tak,brak informacji,brak informacji,brak informacji,brak informacji,inne,MOKOTÓW
ID4fAKi,☀️ Apartament w centrum Żoliborza - BEZPOŚREDNIO,"Warszawa, Żoliborz, Sady Żoliborskie, ul. Hubnera",1949000.0,109.02,pełna własność,5,do wykończenia,6/6,taras,1 080 zł,garaż/miejsce parkingowe,FilmPlan zagospodarowania,miejskie,wtórny,prywatny,,2021,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,"piwnica, dwupoziomowe",żelbet,ŻOLIBORZ
ID4g43g,Prawie gotowa inwestycja z klimatyzacją na 22p,"Warszawa, Wola, Odolany",879645.0,45.11,,2,do wykończenia,> 10/26,balkon,zapytaj,garaż/miejsce parkingowe,tak,miejskie,pierwotny,biuro nieruchomości,,2022,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,,WOLA
ID4g8jq,2-poziomowy Apartament! 2 balkony! Duży Taras!,"Warszawa, Wilanów, al. Rzeczypospolitej",1848000.0,99.4,pełna własność,3,do zamieszkania,3/3,"balkon, taras",1 100 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2013,blok,,tak,brak informacji,"system alarmowy, monitoring / ochrona",brak informacji,brak informacji,cegła,WILANÓW
ID4gfbz,"Mieszkanie 56,6m2, 2 pok.,Wilanów,Rzeczypospolitej","Warszawa, Wilanów, Rzeczypospolitej",880000.0,56.6,pełna własność,2,do zamieszkania,parter/4,taras,650 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2014,blok,drewniane,tak,brak informacji,brak informacji,brak informacji,brak informacji,,WILANÓW
ID4gj7g,"Mieszkanie, 72,78 m², Warszawa","Warszawa, Wawer, Międzylesie",780000.0,72.78,pełna własność,4,do wykończenia,parter/1,,zapytaj,zapytaj,zapytaj,,pierwotny,biuro nieruchomości,,2022,,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji,,WAWER
ID4fhKS,"Mokotów, Mieszkanie 3-pokojowe na sprzedaż","Warszawa, Mokotów, Jana Piekałkiewicza",589000.0,64.0,spółdzielcze własnościowe,3,do remontu,3/3,balkon,900 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1994,blok,plastikowe,nie,brak informacji,brak informacji,brak informacji,piwnica,,MOKOTÓW
ID4g1Qz,*3 Pokoje*Balkon*Muranów*Cegła*Parkiet*,"Warszawa, Wola, Muranów",570000.0,45.0,,3,,3,balkon,zapytaj,zapytaj,zapytaj,,wtórny,biuro nieruchomości,,1965,,,nie,brak informacji,brak informacji,brak informacji,piwnica,,WOLA
ID4g9eW,Kameralny budynek na Żoliborzu! Zieleń za oknem!,"Warszawa, Żoliborz",1376000.0,86.0,pełna własność,3,,5/6,balkon,900 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2001,,drewniane,tak,brak informacji,brak informacji,brak informacji,oddzielna kuchnia,cegła,ŻOLIBORZ
ID4fHDU,2-pokojowe mieszkanie 38m2 + balkon,"Warszawa, Bemowo",,38.07,pełna własność,2,do wykończenia,1/5,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2024,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,BEMOWO
ID4fy47,"BEZPOŚREDNIO!Kinowa,2 pokoje,widok, komunikacja","Warszawa, Praga-Południe, ul. Kinowa",569000.0,38.0,,2,do zamieszkania,10/11,balkon,zapytaj,zapytaj,zapytaj,miejskie,wtórny,prywatny,,brak informacji,blok,plastikowe,tak,"telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka",piwnica,beton,PRAGA-POŁUDNIE
ID4ex2z,"Trzypokojowe mieszkanie, Bielany","Warszawa, Bielany, Pabla Nerudy",700000.0,56.8,pełna własność,3,do zamieszkania,> 10/15,,640 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,2021-12-08,1976,blok,plastikowe,tak,brak informacji,domofon / wideofon,meble,"piwnica, pom. użytkowe",inne,BIELANY
ID4fVd9,2-pokojowe mieszkanie 41m2 + ogródek Bezpośrednio,"Warszawa, Wola",,41.2,pełna własność,2,do wykończenia,parter/8,"taras, ogródek",zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,WOLA
ID4fJNA,Nowe mieszkanie z balkonem w inw. Szałasa3 | 13,"Warszawa, Białołęka, ul. Kazimierza Szałasa",,63.79,pełna własność,3,do wykończenia,3/4,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,deweloper,2024-02-28,2024,blok,plastikowe,tak,internet,domofon / wideofon,brak informacji,brak informacji,silikat,BIAŁOŁĘKA
ID4g26z,Wyjątkowe mieszkanie w doskonałej lokalizacji.,"Warszawa, Praga-Południe, Nasielska",700000.0,50.0,pełna własność,2,do zamieszkania,2/6,,557 zł,garaż/miejsce parkingowe,zapytaj,,wtórny,biuro nieruchomości,,2012,apartamentowiec,,tak,brak informacji,monitoring / ochrona,meble,brak informacji,,PRAGA-POŁUDNIE
ID4gn9Z,Stare Miasto 80m 3 pok Po Remoncie Inwestycja,"Warszawa, Śródmieście, Stare Miasto, Piwna",1340000.0,80.0,pełna własność,3,,3,,zapytaj,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1955,kamienica,plastikowe,nie,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,piwnica,cegła,ŚRÓDMIEŚCIE
ID4fVNh,Promocjadwupoziomowe gotowe super lokalizacja!,"Warszawa, Praga-Południe",1070720.0,96.0,pełna własność,4,,1/3,,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,biuro nieruchomości,,2021,,plastikowe,nie,brak informacji,brak informacji,brak informacji,pom. użytkowe,,PRAGA-POŁUDNIE
ID4dMYc,1-pokojowe mieszkanie 30m2 + balkon,"Warszawa, Białołęka",,30.99,pełna własność,1,do wykończenia,2/2,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,BIAŁOŁĘKA
ID4ccwl,Stary Mokotów/willa z 1921 r./taras/ogród,"Warszawa, Mokotów, Górny Mokotów, Stary Mokotów/zabytkowa willa z 1921 r./taras/ogród",3200000.0,132.0,pełna własność,5,do zamieszkania,1/2,"balkon, ogródek",zapytaj,garaż/miejsce parkingowe,zapytaj,,wtórny,biuro nieruchomości,,1921,dom wolnostojący,drewniane,nie,"telewizja kablowa, internet",brak informacji,brak informacji,"piwnica, pom. użytkowe",cegła,MOKOTÓW
ID4glVT,Klimatyczne mieszkanie na Pradze - 64m2,"Warszawa, Praga-Południe, Grochowska",766000.0,63.75,pełna własność,3,do wykończenia,1/5,balkon,630 zł,zapytaj,zapytaj,,wtórny,biuro nieruchomości,,2021,kamienica,,tak,brak informacji,monitoring / ochrona,brak informacji,brak informacji,cegła,PRAGA-POŁUDNIE
ID4fVe1,4-pokojowe mieszkanie 103m2 + 2 balkony,"Warszawa, Wola",,103.07,pełna własność,4,do wykończenia,1/5,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,teren zamknięty,brak informacji,oddzielna kuchnia,,WOLA
ID4ccox,Luksusowy oraz kobiecy apartament na sprzedaż,"Warszawa, Mokotów, Fort Piłsudskiego",1920000.0,64.0,,2,do zamieszkania,parter/2,ogródek,zapytaj,garaż/miejsce parkingowe,zapytaj,,wtórny,biuro nieruchomości,,2018,apartamentowiec,aluminiowe,tak,brak informacji,"system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",brak informacji,,MOKOTÓW
ID4gp88,2 pokojowe mieszkanie na Ochocie,"Warszawa, Ochota",560000.0,37.8,pełna własność,2,do remontu,5/12,,410 zł,zapytaj,zapytaj,,wtórny,biuro nieruchomości,,1968,blok,plastikowe,tak,"telewizja kablowa, internet",brak informacji,meble,piwnica,,OCHOTA
ID4giWg,Wyjątkowe mieszkanie | Bardzo duże przeszklenia,"Warszawa, Białołęka, Tarchomin",680427.0,68.73,pełna własność,3,do wykończenia,2/5,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,biuro nieruchomości,,2022,apartamentowiec,,tak,brak informacji,monitoring / ochrona,brak informacji,"piwnica, pom. użytkowe",,BIAŁOŁĘKA
ID4eB8B,1-pokojowe mieszkanie 28m2 + loggia Bez Prowizji,"Warszawa, Mokotów",537695.0,28.8,pełna własność,1,do wykończenia,10/10,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2022,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,MOKOTÓW
ID4ggVT,"Kawalerka w doskonałej lokalizacji | 28,11 m2 |","Warszawa, Wola, Grzybowska",419000.0,28.11,pełna własność,1,do wykończenia,5/7,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,biuro nieruchomości,,2022,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet, telefon","system alarmowy, monitoring / ochrona",brak informacji,brak informacji,silikat,WOLA
ID4ey73,Mieszkanie w Rembertowie do Remontu,"Warszawa, Rembertów",279000.0,31.5,,2,do remontu,parter/2,,zapytaj,zapytaj,zapytaj,,wtórny,biuro nieruchomości,,1947,kamienica,,nie,internet,brak informacji,brak informacji,brak informacji,,REMBERTÓW
ID4gazv,Przy Arkadii prywatnie bezpośrednio deweloperskie,"Warszawa, Żoliborz, ul. Kłopot",850000.0,49.49,pełna własność,2,do wykończenia,6,"balkon, taras",zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,prywatny,,2021,apartamentowiec,,nie,brak informacji,brak informacji,brak informacji,oddzielna kuchnia,,ŻOLIBORZ
ID4gjbo,Gotowe słoneczne 2 pok. z Dużym ogródkiem 38m2!!!,"Warszawa, Białołęka",454812.0,51.16,,2,,parter/3,ogródek,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,biuro nieruchomości,,2022,,,nie,brak informacji,brak informacji,brak informacji,pom. użytkowe,,BIAŁOŁĘKA
ID4gbWb,Okazja Ciche 2 Pokoje W Cegle Blisko Metra !,"Warszawa, Wola, Erazma Ciołka",520000.0,51.06,pełna własność,2,do remontu,3/3,,zapytaj,zapytaj,zapytaj,,wtórny,biuro nieruchomości,,1958,kamienica,plastikowe,nie,brak informacji,brak informacji,brak informacji,piwnica,cegła,WOLA
ID4fuqQ,Trzypokojowe mieszkanie z ogródkiem!,"Warszawa, Praga-Południe, Podolska",699303.0,53.26,pełna własność,3,,parter/4,ogródek,zapytaj,zapytaj,zapytaj,,pierwotny,biuro nieruchomości,2023-09-30,2023,blok,plastikowe,tak,brak informacji,domofon / wideofon,brak informacji,brak informacji,,PRAGA-POŁUDNIE
ID4g0cC,"***Remont*** 4 niezależne pokoje, 300 M od Metra!","Warszawa, Targówek, Prałatowska",750000.0,72.0,pełna własność,4,do remontu,3/10,,930 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1979,blok,,tak,brak informacji,monitoring / ochrona,brak informacji,oddzielna kuchnia,wielka płyta,TARGÓWEK
ID4gjO3,"Do sprzedania mieszkanie przy metrze,2 pok, Bemowo","Warszawa, Bemowo, ul. gen. Waleriana Czumy",650000.0,50.0,spółdzielcze wł. z KW,2,do zamieszkania,8/8,balkon,650 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1979,blok,plastikowe,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica, oddzielna kuchnia",wielka płyta,BEMOWO
ID4clry,4 pokoje na bliskim Wawrze z ogródkiem,"Warszawa, Wawer, Celulozy",639000.0,123.0,pełna własność,4,do wykończenia,1/2,ogródek,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,biuro nieruchomości,2022-10-01,2022,,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji,,WAWER
ID4g69I,3-pokojowe mieszkanie od południa blisko centrum,"Warszawa, Wola, Kolejowa",871520.0,53.1,pełna własność,3,do wykończenia,1/8,balkon,zapytaj,zapytaj,zapytaj,miejskie,pierwotny,biuro nieruchomości,2023-12-31,2023,apartamentowiec,drewniane,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,brak informacji,,WOLA
ID4f1uE,"Mieszkanie, 61 m², Warszawa","Warszawa, Bemowo, Jelonki, Kazimierza Wyki",580000.0,61.0,pełna własność,3,do remontu,8/10,balkon,zapytaj,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1978,blok,plastikowe,tak,"telewizja kablowa, internet",brak informacji,brak informacji,"piwnica, oddzielna kuchnia",,BEMOWO
